# Half Thickness (g/cm**2) of gamma partikles in Al
# Measured in the energy range 0.01MeV to 5MeV
#
# Don't design a nuclear powerplant based on these data...
#
# E(MeV) Al	S(Al)

0.01	0.025	0.002
0.015	0.07	0.01
0.02	0.20	0.01
0.03	0.65	0.02
0.04	1.2	0.06
0.05	1.91	0.08
0.06	2.5	0.08
0.07	3.05	0.09
0.08	3.5	0.1
0.09	3.85	0.1
0.1	4.05	0.1
0.16	5	0.1
0.2	5.5	0.1
0.3	6.7	0.1
0.4	7.4	0.1
0.6	9.0	0.1
1.0	11	1
2.0	16	1
3.0	20	1
4.0	22	1
5.0	24	1
