# Half Thickness (g/cm**2) of gamma partikles in PB
# Valid in the energy range 0.1MeV to 5MeV
#
# Don't design a nuclear powerplant based on these data...
#
# E(MeV) Pb	S(Pb)

0.10	0.12	0.01
0.15	0.40	0.02
0.20	0.77	0.02
0.25	1.20	0.05
0.30	1.90	0.06
0.40	3.05	0.06
0.60	5.8	0.1
0.70	7.0	0.2
0.80	8.0	0.3
0.90	9.0	0.3
1.00	10.0	0.2
1.50	12.0	1.0
2.0	14.0	1.0
3.0	17.0	1.5
4.0	17.0	1.5
5.0	16.0	1.0
